timestamp,market,timeframe,up_price,down_price,volume,outcome,slug
2026-03-23T22:05:00Z,ETH-USD-5M-PM,5m,0.01,0.99,NaN,down,eth-updown-5m-1774303200
2026-03-23T22:10:00Z,ETH-USD-5M-PM,5m,0.99,0.01,NaN,up,eth-updown-5m-1774303500
2026-03-23T22:15:00Z,ETH-USD-5M-PM,5m,0.999,0.001,NaN,up,eth-updown-5m-1774303800
2026-03-23T22:20:00Z,ETH-USD-5M-PM,5m,0.99,0.01,NaN,up,eth-updown-5m-1774304100
2026-03-23T22:25:00Z,ETH-USD-5M-PM,5m,0.001,0.999,NaN,down,eth-updown-5m-1774304400
2026-03-23T22:30:00Z,ETH-USD-5M-PM,5m,0.02,0.98,NaN,down,eth-updown-5m-1774304700
2026-03-23T22:35:00Z,ETH-USD-5M-PM,5m,0.01,0.99,NaN,down,eth-updown-5m-1774305000
2026-03-23T22:40:00Z,ETH-USD-5M-PM,5m,0.999,0.001,NaN,up,eth-updown-5m-1774305300
2026-03-23T22:45:00Z,ETH-USD-5M-PM,5m,0.99,0.01,NaN,up,eth-updown-5m-1774305600
2026-03-23T22:50:00Z,ETH-USD-5M-PM,5m,0.01,0.99,NaN,down,eth-updown-5m-1774305900
2026-03-23T22:55:00Z,ETH-USD-5M-PM,5m,0.99,0.01,NaN,up,eth-updown-5m-1774306200
2026-03-23T23:00:00Z,ETH-USD-5M-PM,5m,0.99,0.01,NaN,up,eth-updown-5m-1774306500
2026-03-23T23:05:00Z,ETH-USD-5M-PM,5m,0.01,0.99,NaN,down,eth-updown-5m-1774306800
2026-03-23T23:10:00Z,ETH-USD-5M-PM,5m,0.01,0.99,NaN,down,eth-updown-5m-1774307100
2026-03-23T23:15:00Z,ETH-USD-5M-PM,5m,0.99,0.01,NaN,up,eth-updown-5m-1774307400
2026-03-23T23:20:00Z,ETH-USD-5M-PM,5m,0.01,0.99,NaN,down,eth-updown-5m-1774307700
2026-03-23T23:25:00Z,ETH-USD-5M-PM,5m,0.99,0.01,NaN,up,eth-updown-5m-1774308000
2026-03-23T23:30:00Z,ETH-USD-5M-PM,5m,0.999,0.001,NaN,up,eth-updown-5m-1774308300
2026-03-23T23:35:00Z,ETH-USD-5M-PM,5m,0.01,0.99,NaN,down,eth-updown-5m-1774308600
2026-03-23T23:40:00Z,ETH-USD-5M-PM,5m,0.999,0.001,NaN,up,eth-updown-5m-1774308900
2026-03-23T23:45:00Z,ETH-USD-5M-PM,5m,0.999,0.001,NaN,up,eth-updown-5m-1774309200
2026-03-23T23:50:00Z,ETH-USD-5M-PM,5m,0.001,0.999,NaN,down,eth-updown-5m-1774309500
2026-03-23T23:55:00Z,ETH-USD-5M-PM,5m,0.99,0.01,NaN,up,eth-updown-5m-1774309800
2026-03-24T00:00:00Z,ETH-USD-5M-PM,5m,0.999,0.001,NaN,up,eth-updown-5m-1774310100
2026-03-24T00:05:00Z,ETH-USD-5M-PM,5m,0.01,0.99,NaN,down,eth-updown-5m-1774310400
2026-03-24T00:10:00Z,ETH-USD-5M-PM,5m,0.01,0.99,NaN,down,eth-updown-5m-1774310700
2026-03-24T00:15:00Z,ETH-USD-5M-PM,5m,0.999,0.001,NaN,up,eth-updown-5m-1774311000
2026-03-24T00:20:00Z,ETH-USD-5M-PM,5m,0.01,0.99,NaN,down,eth-updown-5m-1774311300
2026-03-24T00:25:00Z,ETH-USD-5M-PM,5m,0.01,0.99,NaN,down,eth-updown-5m-1774311600
2026-03-24T00:30:00Z,ETH-USD-5M-PM,5m,0.99,0.01,NaN,up,eth-updown-5m-1774311900
2026-03-24T00:35:00Z,ETH-USD-5M-PM,5m,0.01,0.99,NaN,down,eth-updown-5m-1774312200
2026-03-24T00:40:00Z,ETH-USD-5M-PM,5m,0.01,0.99,NaN,down,eth-updown-5m-1774312500
2026-03-24T00:45:00Z,ETH-USD-5M-PM,5m,0.99,0.01,NaN,up,eth-updown-5m-1774312800
2026-03-24T00:50:00Z,ETH-USD-5M-PM,5m,0.99,0.01,NaN,up,eth-updown-5m-1774313100
2026-03-24T00:55:00Z,ETH-USD-5M-PM,5m,0.999,0.001,NaN,up,eth-updown-5m-1774313400
2026-03-24T01:00:00Z,ETH-USD-5M-PM,5m,0.01,0.99,NaN,down,eth-updown-5m-1774313700
2026-03-24T01:05:00Z,ETH-USD-5M-PM,5m,0.01,0.99,NaN,down,eth-updown-5m-1774314000
2026-03-24T01:10:00Z,ETH-USD-5M-PM,5m,0.99,0.01,NaN,up,eth-updown-5m-1774314300
2026-03-24T01:15:00Z,ETH-USD-5M-PM,5m,0.02,0.98,NaN,down,eth-updown-5m-1774314600
2026-03-24T01:20:00Z,ETH-USD-5M-PM,5m,0.99,0.01,NaN,up,eth-updown-5m-1774314900
2026-03-24T01:25:00Z,ETH-USD-5M-PM,5m,0.99,0.01,NaN,up,eth-updown-5m-1774315200
2026-03-24T01:30:00Z,ETH-USD-5M-PM,5m,0.999,0.001,NaN,up,eth-updown-5m-1774315500
2026-03-24T01:35:00Z,ETH-USD-5M-PM,5m,0.01,0.99,NaN,down,eth-updown-5m-1774315800
2026-03-24T01:40:00Z,ETH-USD-5M-PM,5m,0.01,0.99,NaN,down,eth-updown-5m-1774316100
2026-03-24T01:45:00Z,ETH-USD-5M-PM,5m,0.01,0.99,NaN,down,eth-updown-5m-1774316400
2026-03-24T01:50:00Z,ETH-USD-5M-PM,5m,0.01,0.99,NaN,down,eth-updown-5m-1774316700
2026-03-24T01:55:00Z,ETH-USD-5M-PM,5m,0.999,0.001,NaN,up,eth-updown-5m-1774317000
2026-03-24T02:00:00Z,ETH-USD-5M-PM,5m,0.01,0.99,NaN,down,eth-updown-5m-1774317300
2026-03-24T02:05:00Z,ETH-USD-5M-PM,5m,0.999,0.001,NaN,up,eth-updown-5m-1774317600
2026-03-24T02:10:00Z,ETH-USD-5M-PM,5m,0.01,0.99,NaN,down,eth-updown-5m-1774317900
2026-03-24T02:15:00Z,ETH-USD-5M-PM,5m,0.01,0.99,NaN,down,eth-updown-5m-1774318200
2026-03-24T02:20:00Z,ETH-USD-5M-PM,5m,0.99,0.01,NaN,up,eth-updown-5m-1774318500
2026-03-24T02:25:00Z,ETH-USD-5M-PM,5m,0.999,0.001,NaN,up,eth-updown-5m-1774318800
2026-03-24T02:30:00Z,ETH-USD-5M-PM,5m,0.01,0.99,NaN,down,eth-updown-5m-1774319100
2026-03-24T02:35:00Z,ETH-USD-5M-PM,5m,0.99,0.01,NaN,up,eth-updown-5m-1774319400
2026-03-24T02:40:00Z,ETH-USD-5M-PM,5m,0.01,0.99,NaN,down,eth-updown-5m-1774319700
2026-03-24T02:45:00Z,ETH-USD-5M-PM,5m,0.99,0.01,NaN,up,eth-updown-5m-1774320000
2026-03-24T02:50:00Z,ETH-USD-5M-PM,5m,0.01,0.99,NaN,down,eth-updown-5m-1774320300
2026-03-24T02:55:00Z,ETH-USD-5M-PM,5m,0.01,0.99,NaN,down,eth-updown-5m-1774320600
2026-03-24T03:00:00Z,ETH-USD-5M-PM,5m,0.01,0.99,NaN,down,eth-updown-5m-1774320900
2026-03-24T03:05:00Z,ETH-USD-5M-PM,5m,0.01,0.99,NaN,down,eth-updown-5m-1774321200
2026-03-24T03:10:00Z,ETH-USD-5M-PM,5m,0.01,0.99,NaN,down,eth-updown-5m-1774321500
2026-03-24T03:15:00Z,ETH-USD-5M-PM,5m,0.99,0.01,NaN,up,eth-updown-5m-1774321800
2026-03-24T03:20:00Z,ETH-USD-5M-PM,5m,0.999,0.001,NaN,up,eth-updown-5m-1774322100
2026-03-24T03:25:00Z,ETH-USD-5M-PM,5m,0.999,0.001,NaN,up,eth-updown-5m-1774322400
2026-03-24T03:30:00Z,ETH-USD-5M-PM,5m,0.99,0.01,NaN,up,eth-updown-5m-1774322700
